id,order_date,order_day_of_week,store,supplier_id,product_id,category,on_order_quantity,on_hand_quantity,product_case_pack,retail_price,replenishment_unit_cost,forecast_start_date,forecast_end_date,Ao_Forecast_Quantity,Minimum_Order_Quantity,Maximum_Order_Quantity,lead_time,suggested_order_quantity,actual_order_quantity
9450,6/21/2018,Thursday,s1,50,86382,c794,0,0.666666,6,4.95,11.46,6/21/2018,6/28/2018,0,6,50,3,1,1
9451,6/21/2018,Thursday,s1,50,58824,c793,2,2.666666,6,4.85,9.12,6/21/2018,6/28/2018,24.660101,8,200,3,1,1
9452,6/22/2018,Friday,s1,50,61625,c896,0,0.875,8,2.95,11.84,6/22/2018,6/28/2018,3.65,4,20,4,1,1
9453,6/22/2018,Friday,s1,50,58827,c786,0,1.666666,6,3.85,7.68,6/22/2018,6/28/2018,6.533334,8,100,4,1,1
9454,6/22/2018,Friday,s1,50,66520,c786,0,0,6,3.85,7.68,6/22/2018,6/28/2018,4,8,100,4,2,1
9455,6/22/2018,Friday,s1,50,1098,c762,0,0.9,10,3.95,18,6/22/2018,6/28/2018,6.255556,3,20,4,1,1
9456,6/22/2018,Friday,s1,50,82300,c785,0,3.666666,6,4.95,9.36,6/22/2018,6/28/2018,16.7,10,100,4,1,1
9457,6/22/2018,Friday,s1,50,109254,c771,2,1,1,1.5,0.56,6/22/2018,6/28/2018,3.2,2,40,4,3,5
9458,6/22/2018,Friday,s1,50,45864,c770,0,1.333333,6,2.95,6.9,6/22/2018,6/28/2018,5.3,3,30,4,1,1
9459,6/23/2018,Saturday,s1,30,90551,c790,0,2.875,8,2.95,6.51,6/23/2018,6/28/2018,19.5,10,200,2,1,1
9460,6/23/2018,Saturday,s1,30,90552,c790,0,2.875,8,2.95,6.39,6/23/2018,6/28/2018,13.5,10,200,2,1,1
9461,6/23/2018,Saturday,s1,30,90545,c790,0,1.125,8,2.95,7.82,6/23/2018,6/28/2018,11.5,6,100,2,2,2
9462,6/23/2018,Saturday,s1,30,86785,c781,0,1.5,4,6.95,10.17,6/23/2018,6/28/2018,5.4,2,30,2,1,1
9463,6/23/2018,Saturday,s1,30,90524,c785,0,1.833333,6,4.95,9.709,6/23/2018,6/28/2018,4,10,100,2,1,1
9464,6/23/2018,Saturday,s1,30,90556,c2052,0,1,4,6.2,11.12,6/23/2018,6/28/2018,4,3,50,2,1,1
9465,6/23/2018,Saturday,s1,30,136086,c791,0,2.5,6,4.95,10.25,6/23/2018,6/28/2018,7.933333,10,100,2,1,1
9466,6/23/2018,Saturday,s1,30,136083,c791,0,1,6,4.95,10.25,6/23/2018,6/28/2018,4.5,10,100,2,2,1
9467,6/23/2018,Saturday,s1,40,1165,c768,0,1.5,6,2.8,7.53,6/23/2018,6/28/2018,4.1,6,60,4,1,1
9468,6/23/2018,Saturday,s1,40,36845,c605,0,0.7,30,1.5,11.4,6/23/2018,6/28/2018,1.9,20,100,4,1,1
9469,6/23/2018,Saturday,s1,40,963,c888,0,1.958333,24,1.5,10.92,6/23/2018,6/28/2018,34,20,150,4,1,2
9470,6/23/2018,Saturday,s1,40,994,c900,0,1.583333,12,2.8,11.64,6/23/2018,6/28/2018,10.7,12,60,4,1,2
9471,6/23/2018,Saturday,s1,40,44818,c893,0,0.708333,24,1.5,12.96,6/23/2018,6/28/2018,6.1,12,100,4,1,1
9472,6/23/2018,Saturday,s1,40,58210,c885,0,7,6,1.5,2.9,6/23/2018,6/28/2018,40,30,400,4,5,10
9473,6/23/2018,Saturday,s1,40,982,c906,0,3.083333,12,2.2,11.04,6/23/2018,6/28/2018,17.133333,24,100,4,1,5
9474,6/23/2018,Saturday,s1,40,999,c901,0,4.333333,24,2.2,15.8584,6/23/2018,6/28/2018,56,72,800,4,1,6
9475,6/23/2018,Saturday,s1,40,1003,c902,0,2.583333,12,2.2,9.48,6/23/2018,6/28/2018,10.4,24,150,4,1,1
9476,6/23/2018,Saturday,s1,40,31406,c902,0,3.333333,12,2.2,9.48,6/23/2018,6/28/2018,36,24,300,4,2,4
9477,6/23/2018,Saturday,s1,40,126423,c646,0,0.9,10,4.95,27.1,6/23/2018,6/28/2018,9.1,3,30,4,1,1
9478,6/23/2018,Saturday,s1,40,102588,c906,0,0.833333,6,2.7,5.82,6/23/2018,6/28/2018,13.88,3,24,4,2,4
9479,6/23/2018,Saturday,s1,40,609,c608,0,0.75,12,2.99,9.48,6/23/2018,6/28/2018,6.7,3,30,4,1,1
9480,6/23/2018,Saturday,s1,40,789,c599,0,0.296296,27,4.2,56.43,6/23/2018,6/28/2018,6.2,5,40,4,1,1
9481,6/23/2018,Saturday,s1,40,39462,c895,0,0.666666,12,2.4,11.76,6/23/2018,6/28/2018,5.5,6,48,4,1,2
9482,6/23/2018,Saturday,s1,40,29912,c661,0,0.833333,12,1.95,6.36,6/23/2018,6/28/2018,7.6,3,70,4,1,1
9483,6/23/2018,Saturday,s1,40,25810,c768,0,2.333333,6,1.2,2.886,6/23/2018,6/28/2018,4.7,12,72,4,1,1
9484,6/23/2018,Saturday,s1,40,1013,c893,0,1.583333,24,2.2,20.4,6/23/2018,6/28/2018,14.166667,24,500,4,1,3
9485,6/23/2018,Saturday,s1,40,39461,c895,0,1.083333,12,2.4,10.44,6/23/2018,6/28/2018,9.3,6,48,4,1,2
9486,6/23/2018,Saturday,s1,40,101125,c768,0,3,6,1.95,4.38,6/23/2018,6/28/2018,7.5,12,72,4,1,1
9487,6/23/2018,Saturday,s1,40,971,c888,0,4,6,2.2,3.91,6/23/2018,6/28/2018,15.4,12,120,4,1,3
9488,6/23/2018,Saturday,s1,40,63327,c901,0,1,12,2.95,14.64,6/23/2018,6/28/2018,16.692064,12,100,4,2,4
9489,6/23/2018,Saturday,s1,40,135874,c653,0,0.416666,12,3.2,19.68,6/23/2018,6/28/2018,4.4,2,30,4,1,1
9490,6/23/2018,Saturday,s1,40,135901,c906,0,1.416666,12,1.95,6.96,6/23/2018,6/28/2018,5.733333,12,50,4,1,1
9491,6/23/2018,Saturday,s1,40,135911,c893,0,0.833333,12,2.95,15,6/23/2018,6/28/2018,1,12,100,4,1,1
9492,6/23/2018,Saturday,s1,40,157889,c599,0,0.6,10,3.5,15.8,6/23/2018,6/28/2018,5.6,2,20,4,1,1
9493,6/23/2018,Saturday,s1,40,144318,c657,0,0.444444,9,2.95,11.79,6/23/2018,6/28/2018,1,6,100,4,1,1
9494,6/23/2018,Saturday,s1,40,144258,c885,0,3.5,6,1.7,3.192,6/23/2018,6/28/2018,9.166667,12,60,4,1,1
9495,6/23/2018,Saturday,s1,40,144257,c885,0,1.041666,24,1.1,7.76,6/23/2018,6/28/2018,13.333333,24,60,4,1,2
9496,6/23/2018,Saturday,s1,40,144280,c900,0,0.333333,24,3.3,28.32,6/23/2018,6/28/2018,2.8,6,30,4,1,1
9497,6/23/2018,Saturday,s1,40,136920,c603,0,0.545454,11,2.95,11.44,6/23/2018,6/28/2018,3.1,6,20,4,1,1
9498,6/23/2018,Saturday,s1,40,32195,c598,0,0.3125,16,3.5,33.6,6/23/2018,6/28/2018,10.2,3,30,4,1,1
9499,6/23/2018,Saturday,s1,40,697,c1843,0,0.466666,30,1.7,19.2,6/23/2018,6/28/2018,13.766667,5,100,4,1,1
9500,6/25/2018,Monday,s1,10,107494,c805,0,0.5,12,3.8,21.13,6/25/2018,6/28/2018,1.9,5,50,1,1,1
9501,6/25/2018,Monday,s1,10,1232,c801,0,0.9,20,2.7,22.06,6/25/2018,6/28/2018,7.653333,20,60,1,1,2
9502,6/25/2018,Monday,s1,10,1233,c801,0,0.85,20,2.7,22.06,6/25/2018,6/28/2018,9,20,60,1,1,2
9503,6/25/2018,Monday,s1,10,1234,c801,0,0.2,20,2.7,22.06,6/25/2018,6/28/2018,7.479762,20,60,1,2,2
9504,6/25/2018,Monday,s1,10,157311,c801,0,0,20,2.7,22.06,6/25/2018,6/28/2018,10,0,1,1,1,2
9505,6/25/2018,Monday,s1,10,157313,c802,0,0,30,2.3,25.2,6/25/2018,6/28/2018,4.9,0,1,1,1,1
9506,6/25/2018,Monday,s1,10,157314,c803,0,0.0625,48,1.9,38.4,6/25/2018,6/28/2018,3.333333,0,1,1,1,1
9507,6/25/2018,Monday,s1,10,145879,c802,0,0.233333,30,1.5,12.24,6/25/2018,6/28/2018,2.8,5,50,1,1,1
9508,6/25/2018,Monday,s1,10,134730,c801,0,0.7,20,2.7,22.06,6/25/2018,6/28/2018,6.666667,10,30,1,1,2
9509,6/25/2018,Monday,s1,10,123957,c802,0,0,16,2.6,15.35,6/25/2018,6/28/2018,5.9,5,50,1,1,1
9510,6/25/2018,Monday,s1,50,82299,c785,0,2,6,4.95,8.94,6/25/2018,6/30/2018,9.5,3,100,2,1,1
9511,6/25/2018,Monday,s1,50,24629,c760,0,1,6,2.4,3.78,6/25/2018,6/30/2018,4.5,2,50,2,1,1
9512,6/25/2018,Monday,s1,50,24696,c767,0,0.833333,6,2.5,6.48,6/25/2018,6/30/2018,3.2,2,10,2,1,1
9513,6/25/2018,Monday,s1,50,100907,c770,0,0.5,10,3.5,13.9,6/25/2018,6/30/2018,4.8,3,20,2,1,1
9514,6/25/2018,Monday,s1,50,131354,c762,0,0.7,10,3.8,17.6,6/25/2018,6/30/2018,5.1,2,30,2,1,1
9515,6/25/2018,Monday,s1,50,100909,c770,0,1,6,2.5,6.06,6/25/2018,6/30/2018,4.5,3,50,2,1,1
9516,6/25/2018,Monday,s1,50,100915,c770,0,0.333333,6,3.5,9.78,6/25/2018,6/30/2018,2,1,50,2,1,1
9517,6/25/2018,Monday,s1,50,118594,c785,0,1,6,4.95,9.36,6/25/2018,6/30/2018,3,6,100,2,1,1
9518,6/25/2018,Monday,s1,50,127105,c767,0,0.375,8,3.5,12.4,6/25/2018,6/30/2018,1.1,2,15,2,1,1
9519,6/25/2018,Monday,s1,50,24637,c762,1,1,3,2.95,3.45,6/25/2018,6/30/2018,0.5,6,30,2,1,3
9520,6/25/2018,Monday,s1,50,109254,c771,5,1,1,1.5,0.56,6/25/2018,6/30/2018,6,2,40,2,2,2
9521,6/25/2018,Monday,s1,50,109253,c771,0,2,1,1.5,0.56,6/25/2018,6/30/2018,3.7,2,40,2,4,4
9522,6/26/2018,Tuesday,s1,40,25734,c894,0,1.5,24,2.2,20.4,6/26/2018,7/3/2018,13.725,24,100,2,1,1
9523,6/26/2018,Tuesday,s1,40,63329,c902,0,1.75,12,2.95,14.64,6/26/2018,7/3/2018,10,14,100,2,1,1
9524,6/26/2018,Tuesday,s1,40,44831,c906,0,0.625,24,1.5,10.8,6/26/2018,7/3/2018,4.8,12,50,2,1,1
9525,6/26/2018,Tuesday,s1,40,990,c904,0,1,12,2.2,9.72,6/26/2018,7/3/2018,10.4,6,30,2,1,1
9526,6/26/2018,Tuesday,s1,40,751,c656,0,1,20,1.2,7.8,6/26/2018,7/3/2018,15.5,5,60,2,1,1
9527,6/26/2018,Tuesday,s1,40,24886,c893,0,0.5,6,2.6,4.08,6/26/2018,7/3/2018,3.4,2,50,2,1,2
9528,6/26/2018,Tuesday,s1,40,971,c888,3,1.833333,6,2.2,3.91,6/26/2018,7/3/2018,22,12,120,2,1,1
9529,6/26/2018,Tuesday,s1,40,102615,c895,0,0.583333,12,2.1,10.8,6/26/2018,7/3/2018,7.5,2,40,2,1,1
9530,6/26/2018,Tuesday,s1,40,24851,c894,0,1.333333,6,3.1,6.42,6/26/2018,7/3/2018,5.4,3,50,2,1,1
9531,6/26/2018,Tuesday,s1,40,86651,c895,0,1,6,3.9,11.94,6/26/2018,7/3/2018,5.3,2,12,2,1,1
9532,6/26/2018,Tuesday,s1,40,25810,c768,1,1.833333,6,1.2,2.886,6/26/2018,7/3/2018,9.6,12,72,2,1,1
9533,6/26/2018,Tuesday,s1,40,29909,c661,0,0.916666,12,1.95,6.36,6/26/2018,7/3/2018,8.614286,3,70,2,1,1
9534,6/26/2018,Tuesday,s1,40,1010,c893,0,0.541666,24,2.2,20.4,6/26/2018,7/3/2018,15.9,6,100,2,1,1
9535,6/26/2018,Tuesday,s1,40,25772,c657,0,0.866666,15,1.9,9.45,6/26/2018,7/3/2018,10.922222,5,30,2,1,1
9536,6/26/2018,Tuesday,s1,40,741,c596,0,0.25,32,1.7,17.92,6/26/2018,7/3/2018,7.9,2,20,2,1,1
9537,6/26/2018,Tuesday,s1,40,25761,c607,0,0.2,20,2.95,25.8,6/26/2018,7/3/2018,4.7,3,40,2,1,1
9538,6/26/2018,Tuesday,s1,40,144256,c884,0,5,6,1.1,1.02,6/26/2018,7/3/2018,54.111111,20,60,2,8,10
9539,6/26/2018,Tuesday,s1,40,31406,c902,4,1.583333,12,2.2,9.48,6/26/2018,7/3/2018,50,24,300,2,1,1
9540,6/26/2018,Tuesday,s1,40,25729,c888,0,2,6,2.3,3.97,6/26/2018,7/3/2018,10.9,6,200,2,1,1
9541,6/26/2018,Tuesday,s1,40,44838,c900,0,1.25,12,2.8,11.64,6/26/2018,7/3/2018,8.8,12,60,2,1,1
9542,6/26/2018,Tuesday,s1,40,129146,c901,0,1.833333,6,3.6,9.66,6/26/2018,7/3/2018,11.4,8,60,2,2,2
9543,6/26/2018,Tuesday,s1,40,144262,c886,0,1.666666,6,2.6,6,6/26/2018,7/3/2018,7.525,6,36,2,1,1
9544,6/26/2018,Tuesday,s1,40,144258,c885,1,2.166666,6,1.7,3.192,6/26/2018,7/3/2018,12.866667,12,60,2,1,1
9545,6/26/2018,Tuesday,s1,40,144318,c657,1,0.333333,9,2.95,11.79,6/26/2018,7/3/2018,6.1,6,100,2,1,1
9546,6/26/2018,Tuesday,s1,40,152941,c906,0,2,6,3.1,6.72,6/26/2018,7/3/2018,8.7,12,50,2,2,2
9547,6/26/2018,Tuesday,s1,40,135909,c895,0,0.5,6,3.9,11.34,6/26/2018,7/3/2018,3,2,40,2,1,1
9548,6/26/2018,Tuesday,s1,40,1012,c893,0,1.833333,6,3.1,8.28,6/26/2018,7/3/2018,8.3,6,40,2,1,1
9549,6/26/2018,Tuesday,s1,40,38973,c886,0,1,6,2.9,7.26,6/26/2018,7/3/2018,21.2,6,50,2,4,4
9550,6/26/2018,Tuesday,s1,40,1008,c893,0,2.416666,12,2.2,9.6,6/26/2018,7/3/2018,15.933333,24,100,2,1,1
9551,6/26/2018,Tuesday,s1,40,102596,c906,0,1.333333,6,2.6,4.14,6/26/2018,7/3/2018,8,2,50,2,1,2
9552,6/26/2018,Tuesday,s1,40,6331,c894,0,1.5,6,3.95,12.42,6/26/2018,7/3/2018,5.966667,6,100,2,1,1
9553,6/26/2018,Tuesday,s1,40,592,c608,0,0.833333,12,2.8,12.12,6/26/2018,7/3/2018,7.8,3,36,2,1,1
9554,6/26/2018,Tuesday,s1,40,702,c595,0,0.375,24,2.99,29.76,6/26/2018,7/3/2018,5.5,4,60,2,1,1
9555,6/26/2018,Tuesday,s1,40,103206,c1845,0,0.25,36,2.99,40.68,6/26/2018,7/3/2018,7.1,6,30,2,1,1
9556,6/26/2018,Tuesday,s1,40,69006,c889,1,0.666666,24,1.6,12.96,6/26/2018,7/3/2018,34.619048,12,200,2,1,1
9557,6/26/2018,Tuesday,s1,90,144938,c981,0,1,1,10.9,4.35,6/26/2018,7/7/2018,0.4,1,3,2,1,3
9558,6/26/2018,Tuesday,s1,90,145141,c1053,0,1,1,3.9,1.49,6/26/2018,7/7/2018,0.2,1,2,2,1,3
9559,6/26/2018,Tuesday,s1,90,145520,c981,0,0,4,3.9,5.2,6/26/2018,7/7/2018,4.666667,1,4,2,1,1
9560,6/26/2018,Tuesday,s1,90,1632,c991,0,1,1,34.95,10.25,6/26/2018,7/7/2018,0.5,1,2,2,1,2
9561,6/26/2018,Tuesday,s1,90,145090,c1038,0,1,1,19.9,9.3,6/26/2018,7/7/2018,0.2,1,1,2,1,1
9562,6/26/2018,Tuesday,s1,90,145100,c1049,0,1,1,3.9,0.83,6/26/2018,7/7/2018,0.4,1,1,2,1,1
9563,6/26/2018,Tuesday,s1,90,145024,c1026,0,1,1,6.9,1.94,6/26/2018,7/7/2018,0.6,1,4,2,1,3
9564,6/26/2018,Tuesday,s1,90,157301,c1037,0,1,1,29.9,15.04,6/26/2018,7/7/2018,0.3,1,2,2,1,1
9565,6/26/2018,Tuesday,s1,50,82300,c785,1,2.5,6,4.95,9.36,6/26/2018,7/1/2018,11.5,10,100,2,1,1
9566,6/26/2018,Tuesday,s1,50,40918,c896,0,0.375,8,2.95,11.84,6/26/2018,7/1/2018,2.2,2,20,2,1,1
9567,6/26/2018,Tuesday,s1,50,58827,c786,2,0.333333,6,3.85,7.68,6/26/2018,7/1/2018,7.5,8,100,2,1,2
9568,6/26/2018,Tuesday,s1,50,109253,c771,4,2,1,1.5,0.56,6/26/2018,7/1/2018,5.6,2,40,2,2,2
9569,6/26/2018,Tuesday,s1,50,82349,c794,1,0.833333,6,4.95,11.46,6/26/2018,7/1/2018,5.5,6,50,2,1,1
9570,6/26/2018,Tuesday,s1,50,66521,c793,0,2.666666,6,4.85,8.94,6/26/2018,7/1/2018,14.5,8,100,2,1,1
9571,6/26/2018,Tuesday,s1,50,136081,c672,0,1,4,2.6,4.32,6/26/2018,7/1/2018,2.15,2,12,2,1,1
9572,6/27/2018,Wednesday,s1,60,157069,c1566,0,1.333333,12,3,6.36,6/27/2018,7/9/2018,6.3,10,30,5,1,1
9573,6/27/2018,Wednesday,s1,60,46125,c1552,0,2.683333,60,1.9,24.24,6/27/2018,7/9/2018,115.963636,50,150,5,1,2
9574,6/27/2018,Wednesday,s1,60,46108,c1552,0,4.543859,114,1.7,28.38,6/27/2018,7/9/2018,456.1,114,342,5,1,3
9575,6/27/2018,Wednesday,s1,60,58914,c1552,0,4.072916,96,1.6,21.67,6/27/2018,7/9/2018,476.913636,96,500,5,2,4
9576,6/27/2018,Wednesday,s1,60,99965,c1551,0,4.503733,45,0.5,11.14,6/27/2018,7/9/2018,289.581868,90,300,5,4,5
9577,6/27/2018,Wednesday,s1,60,79468,c1566,0,1,30,3.1,21,6/27/2018,7/9/2018,18.4,20,60,5,1,1
9578,6/27/2018,Wednesday,s1,60,46122,c1552,0,1.75,40,1.9,14.33,6/27/2018,7/9/2018,68.201515,40,80,5,1,1
9579,6/27/2018,Wednesday,s1,60,58920,c1566,0,0.611111,36,3.1,20.26,6/27/2018,7/9/2018,9,20,60,5,1,1
9580,6/27/2018,Wednesday,s1,50,1158,c767,0,0.583333,12,2.2,17.04,6/27/2018,7/3/2018,4.5,4,12,3,1,1
9581,6/27/2018,Wednesday,s1,50,58827,c786,2,0.166666,6,3.85,7.68,6/27/2018,7/3/2018,11.5,8,100,3,2,1
9582,6/27/2018,Wednesday,s1,50,100906,c770,0,1,10,3.5,13.9,6/27/2018,7/3/2018,7.983333,3,20,3,1,1
9583,6/27/2018,Wednesday,s1,50,32945,c793,0,4.833333,6,4.85,9.12,6/27/2018,7/3/2018,23.905556,8,100,3,1,1
9584,6/27/2018,Wednesday,s1,50,82299,c785,1,1.666666,6,4.95,8.94,6/27/2018,7/3/2018,14.216667,3,100,3,1,1
9585,6/27/2018,Wednesday,s1,50,112932,c770,0,0.6,10,3.5,13.9,6/27/2018,7/3/2018,5.75,3,20,3,1,1
9586,6/27/2018,Wednesday,s1,50,106627,c896,0,1,8,2.8,10.8,6/27/2018,7/3/2018,9.25,5,20,3,1,1
9587,6/27/2018,Wednesday,s1,50,82350,c794,0,0.833333,6,4.95,11.22,6/27/2018,7/3/2018,8.4,0,1,3,1,1
9588,6/27/2018,Wednesday,s1,50,153222,c771,0,0,8,2,5.68,6/27/2018,7/3/2018,1.6,0,1,3,1,1
9589,6/27/2018,Wednesday,s1,50,157620,c896,0,0.75,8,2.8,11.12,6/27/2018,7/3/2018,5.85,5,20,3,1,1
9590,6/27/2018,Wednesday,s1,50,153523,c771,0,0.5,8,2,5.68,6/27/2018,7/3/2018,3.7,3,30,3,1,1
9591,6/27/2018,Wednesday,s1,50,66521,c793,1,2.666666,6,4.85,8.94,6/27/2018,7/3/2018,18.6,8,100,3,1,1
9592,6/27/2018,Wednesday,s1,50,82349,c794,1,0.333333,6,4.95,11.46,6/27/2018,7/3/2018,6.05,6,50,3,1,1
9593,6/27/2018,Wednesday,s1,50,86382,c794,0,1.166666,6,4.95,11.46,6/27/2018,7/3/2018,5,6,50,3,1,1
9594,6/27/2018,Wednesday,s1,50,24637,c762,3,0,3,2.95,3.45,6/27/2018,7/3/2018,4,6,30,3,1,3
9595,6/27/2018,Wednesday,s1,50,100929,c773,0,0.25,8,1.95,7.84,6/27/2018,7/3/2018,3.85,2,20,3,1,1
9596,6/27/2018,Wednesday,s1,50,100961,c762,0,0.6,10,3.8,15.7,6/27/2018,7/3/2018,9.25,2,30,3,1,1
9597,6/27/2018,Wednesday,s1,50,109253,c771,6,1,1,1.5,0.56,6/27/2018,7/3/2018,6.45,2,40,3,2,2
9598,6/27/2018,Wednesday,s1,50,109254,c771,2,6,1,1.5,0.56,6/27/2018,7/3/2018,6.25,2,40,3,1,1
9599,6/27/2018,Wednesday,s1,50,58824,c793,0,2.5,6,4.85,9.12,6/27/2018,7/3/2018,21.783334,8,200,3,3,3
9600,6/27/2018,Wednesday,s1,50,114882,c771,0,1.333333,6,1.75,4.44,6/27/2018,7/3/2018,4.1,4,50,3,1,1
9601,6/27/2018,Wednesday,s1,50,100911,c770,0,0.666666,6,2.5,6.06,6/27/2018,7/3/2018,4.1,1,50,3,1,1
9602,6/27/2018,Wednesday,s1,50,100914,c770,0,1,6,3.5,9.78,6/27/2018,7/3/2018,4.3,3,50,3,1,1
9603,6/27/2018,Wednesday,s1,50,45864,c770,0,1.333333,6,2.95,6.9,6/27/2018,7/3/2018,6.35,3,30,3,1,1
9604,6/27/2018,Wednesday,s1,50,113328,c770,0,1.166666,6,2.95,6.9,6/27/2018,7/3/2018,4.8,3,30,3,1,1
9605,6/28/2018,Thursday,s1,50,24696,c767,0,1.333333,6,2.5,6.48,6/28/2018,7/5/2018,6.4,2,10,3,1,1
9606,6/28/2018,Thursday,s1,50,82300,c785,1,2.666666,6,4.95,9.36,6/28/2018,7/5/2018,14.277778,10,100,3,1,1
9607,6/28/2018,Thursday,s1,50,32945,c793,1,3.833333,6,4.85,9.12,6/28/2018,7/5/2018,28.683333,8,100,3,2,2
9608,6/28/2018,Thursday,s1,50,100907,c770,0,1.1,10,3.5,13.9,6/28/2018,7/5/2018,9.75,3,20,3,1,1
9609,6/28/2018,Thursday,s1,50,58827,c786,3,0.166666,6,3.85,7.68,6/28/2018,7/5/2018,12.05,8,100,3,1,1
9610,6/28/2018,Thursday,s1,50,58824,c793,3,1.833333,6,4.85,9.12,6/28/2018,7/5/2018,22.762626,8,200,3,1,1
9611,6/28/2018,Thursday,s1,50,109253,c771,4,5,1,1.5,0.56,6/28/2018,7/5/2018,7.55,2,40,3,1,1
9612,6/28/2018,Thursday,s1,50,23821,c773,0,0.875,8,1.95,7.84,6/28/2018,7/5/2018,6.55,2,20,3,1,1
9613,6/28/2018,Thursday,s1,50,86382,c794,1,0.5,6,4.95,11.46,6/28/2018,7/5/2018,5.1,6,50,3,1,1
9614,6/28/2018,Thursday,s1,50,66521,c793,2,0.666666,6,4.85,8.94,6/28/2018,7/5/2018,21.877273,8,100,3,3,2
9615,6/28/2018,Thursday,s1,50,82350,c794,1,0.5,6,4.95,11.22,6/28/2018,7/5/2018,10.05,0,1,3,1,1
9616,6/28/2018,Thursday,s1,50,127115,c770,0,0.4,10,2.75,8.5,6/28/2018,7/5/2018,3.55,2,20,3,1,1
9617,6/29/2018,Friday,s1,10,123956,c802,0,0.7,30,1.5,12.24,6/29/2018,7/3/2018,14.044444,10,40,4,1,1
9618,6/29/2018,Friday,s1,10,134732,c800,0,0.45,20,3.5,27.05,6/29/2018,7/3/2018,5.4,5,20,4,1,1
9619,6/29/2018,Friday,s1,10,142862,c801,0,0.75,20,2.7,22.06,6/29/2018,7/3/2018,10.1,10,30,4,1,2
9620,6/29/2018,Friday,s1,10,145880,c802,0,0.366666,30,1.5,12.24,6/29/2018,7/3/2018,17.4,5,50,4,1,1
9621,6/29/2018,Friday,s1,10,1234,c801,0,1.65,20,2.7,22.06,6/29/2018,7/3/2018,28,20,60,4,1,2
9622,6/29/2018,Friday,s1,10,1179,c803,0,0.333333,24,1.9,19.76,6/29/2018,7/3/2018,10.166667,10,40,4,1,1
9623,6/29/2018,Friday,s1,30,62068,c781,0,1.25,4,5.95,8.3,6/29/2018,7/3/2018,4.9,2,30,1,1,2
9624,6/29/2018,Friday,s1,30,62066,c781,0,0.75,4,5.95,8.3,6/29/2018,7/3/2018,4.1,2,30,1,1,1
9625,6/29/2018,Friday,s1,30,90551,c790,0,2.625,8,2.95,6.51,6/29/2018,7/3/2018,19,10,200,1,1,2
9626,6/29/2018,Friday,s1,30,90552,c790,0,0.375,8,2.95,6.39,6/29/2018,7/3/2018,15,10,200,1,3,2
9627,6/29/2018,Friday,s1,30,90545,c790,0,1.125,8,2.95,7.82,6/29/2018,7/3/2018,10,6,100,1,1,1
9628,6/29/2018,Friday,s1,30,113116,c785,0,2.666666,6,4.95,9.48,6/29/2018,7/3/2018,9.588889,10,100,1,1,1
9629,6/29/2018,Friday,s1,30,92714,c2052,0,0.75,4,6.2,11.12,6/29/2018,7/3/2018,3.4,3,50,1,1,1
9630,6/29/2018,Friday,s1,30,90556,c2052,0,1.25,4,6.2,11.12,6/29/2018,7/3/2018,4,3,50,1,1,1
9631,6/29/2018,Friday,s1,30,136086,c791,0,1,6,4.95,10.25,6/29/2018,7/3/2018,8,10,100,1,2,2
9632,6/29/2018,Friday,s1,30,136083,c791,0,1.833333,6,4.95,10.25,6/29/2018,7/3/2018,12,10,100,1,2,1
9633,6/30/2018,Saturday,s1,30,136083,c791,1,0.666666,6,4.95,10.25,6/30/2018,7/5/2018,11.5,10,100,2,2,2
9634,6/30/2018,Saturday,s1,30,136086,c791,2,0.5,6,4.95,10.25,6/30/2018,7/5/2018,11,10,100,2,1,1
9635,6/30/2018,Saturday,s1,30,90556,c2052,1,0.75,4,6.2,11.12,6/30/2018,7/5/2018,5.5,3,50,2,1,1
9636,6/30/2018,Saturday,s1,30,92714,c2052,1,0.25,4,6.2,11.12,6/30/2018,7/5/2018,2.9,3,50,2,1,1
9637,6/30/2018,Saturday,s1,30,90545,c790,1,0.625,8,2.95,7.82,6/30/2018,7/5/2018,17,6,100,2,2,1
9638,6/30/2018,Saturday,s1,30,90524,c785,0,2,6,4.95,9.73,6/30/2018,7/5/2018,8,10,100,2,1,1
9639,6/30/2018,Saturday,s1,30,90552,c790,2,0.125,8,2.95,6.39,6/30/2018,7/5/2018,18,10,200,2,2,2
9640,6/30/2018,Saturday,s1,30,62067,c781,0,1.25,4,5.95,8.3,6/30/2018,7/5/2018,5.5,2,30,2,1,1
9641,6/30/2018,Saturday,s1,40,129146,c901,0,2.333333,6,3.6,9.66,6/30/2018,7/5/2018,7.8,8,60,2,1,2
9642,6/30/2018,Saturday,s1,40,157975,c891,0,0.541666,24,1.9,15.52,6/30/2018,7/5/2018,16.068571,6,24,2,1,1
9643,6/30/2018,Saturday,s1,40,135875,c653,0,0.666666,12,3,16.32,6/30/2018,7/5/2018,8.9,2,30,2,1,1
9644,6/30/2018,Saturday,s1,40,157898,c1843,0,0.291666,24,1.5,9.6,6/30/2018,7/5/2018,4.7,3,30,2,1,1
9645,6/30/2018,Saturday,s1,40,144314,c657,0,0.35,20,2.9,20.2,6/30/2018,7/5/2018,6.5,3,50,2,1,1
9646,6/30/2018,Saturday,s1,40,144258,c885,0,3.5,6,1.7,3.192,6/30/2018,7/5/2018,12,12,60,2,1,1
9647,6/30/2018,Saturday,s1,40,136430,c893,0,0.583333,24,1.5,11.76,6/30/2018,7/5/2018,8,12,100,2,1,1
